source_index,Class,original_label,attack_type,poisoned,integrity_match,integrity_risk,anomaly_score,anomaly_norm,risk_score,poisonshield_flag
-1,Benign,Benign,clean,0,1,0,-0.08201618199974342,0.20496945724186702,0.020496945724186703,0
-1,Benign,Benign,clean,0,1,0,-0.05302908547147822,0.2913485381813642,0.029134853818136422,0
-1,Benign,Benign,clean,0,1,0,-0.03549864468261393,0.34358775994439306,0.03435877599443931,0
-1,Benign,Benign,clean,0,1,0,-0.0030805628465840895,0.4401908851344981,0.044019088513449815,0
-1,Benign,Benign,clean,0,1,0,-0.0032186251043876957,0.4397794713549263,0.043977947135492634,0
-1,Benign,Benign,clean,0,1,0,-0.1407553582094545,0.029931710664159894,0.0029931710664159897,0
-1,Benign,Benign,clean,0,1,0,-0.12468080745392779,0.07783250401970593,0.007783250401970593,0
-1,Benign,Benign,clean,0,1,0,-0.003479272523683463,0.43900276422573636,0.04390027642257364,0
-1,Benign,Benign,clean,0,1,0,-0.003479272523683463,0.43900276422573636,0.04390027642257364,0
-1,Benign,Benign,clean,0,1,0,-0.14024575987179277,0.031450270345106,0.0031450270345106004,0
-1,Benign,Benign,clean,0,1,0,-0.07177034213611438,0.23550118814532447,0.02355011881453245,0
-1,Benign,Benign,clean,0,1,0,-0.002655468355744872,0.44145763054293635,0.04414576305429364,0
-1,Benign,Benign,clean,0,1,0,-0.1407553582094545,0.029931710664159894,0.0029931710664159897,0
-1,Benign,Benign,clean,0,1,0,-0.07167375313598495,0.23578901514627676,0.023578901514627677,0
-1,Benign,Benign,clean,0,1,0,-0.002655468355744872,0.44145763054293635,0.04414576305429364,0
-1,Benign,Benign,clean,0,1,0,-0.14207155639293095,0.026009552081906917,0.002600955208190692,0
-1,Benign,Benign,clean,0,1,0,-0.05727290418084324,0.27870231956366487,0.027870231956366488,0
-1,Benign,Benign,clean,0,1,0,-0.027764639944035885,0.3666344359248131,0.03666344359248131,0
-1,Benign,Benign,clean,0,1,0,-0.14198116509310887,0.02627891046334896,0.0026278910463348962,0
-1,Benign,Benign,clean,0,1,0,-0.05815486510083018,0.27607415107432554,0.027607415107432556,0
-1,Benign,Benign,clean,0,1,0,-0.037630099208308565,0.3372362068381926,0.03372362068381926,0
-1,Benign,Benign,clean,0,1,0,0.03391056019622973,0.5504212839687667,0.055042128396876666,0
-1,Benign,Benign,clean,0,1,0,-0.1425308125645688,0.024641007771745105,0.002464100777174511,0
-1,Benign,Benign,clean,0,1,0,-0.13821786176402195,0.037493234138233134,0.0037493234138233134,0
-1,Benign,Benign,clean,0,1,0,-0.11312563404218057,0.11226593747620855,0.011226593747620856,0
-1,Benign,Benign,clean,0,1,0,-0.030829916213211628,0.3575001734884608,0.03575001734884608,0
-1,Benign,Benign,clean,0,1,0,-0.1422961732106659,0.025340213079272422,0.0025340213079272423,0
-1,Benign,Benign,clean,0,1,0,-0.12778120296257778,0.06859358923826203,0.006859358923826203,0
-1,Benign,Benign,clean,0,1,0,-0.015438487259145262,0.4033653220072657,0.040336532200726576,0
-1,Benign,Benign,clean,0,1,0,-0.1425308125645688,0.024641007771745105,0.002464100777174511,0
-1,Benign,Benign,clean,0,1,0,-0.1286895762508405,0.06588671413907393,0.0065886714139073935,0
-1,Benign,Benign,clean,0,1,0,0.028427803774280003,0.534083136397438,0.0534083136397438,0
-1,Benign,Benign,clean,0,1,0,-0.14261263944727337,0.02439717062450708,0.0024397170624507083,0
-1,Benign,Benign,clean,0,1,0,-0.12851801480438885,0.06639795265013676,0.006639795265013676,0
-1,Benign,Benign,clean,0,1,0,-0.05302908547147822,0.2913485381813642,0.029134853818136422,0
-1,Benign,Benign,clean,0,1,0,-0.01642893077527352,0.4004138846129679,0.04004138846129679,0
-1,Benign,Benign,clean,0,1,0,-0.004353069434394674,0.436398923789306,0.0436398923789306,0
-1,Benign,Benign,clean,0,1,0,0.023499827302277176,0.519398185866846,0.05193981858668461,0
-1,Benign,Benign,clean,0,1,0,-0.14267117757897407,0.024222731973457923,0.0024222731973457924,0
-1,Benign,Benign,clean,0,1,0,-0.12944584874148307,0.06363308647347343,0.006363308647347344,0
-1,Benign,Benign,clean,0,1,0,0.024421504088777635,0.5221447042586949,0.05221447042586949,0
-1,Benign,Benign,clean,0,1,0,-0.1425308125645688,0.024641007771745105,0.002464100777174511,0
-1,Benign,Benign,clean,0,1,0,-0.13239854287752573,0.05483430921345683,0.005483430921345684,0
-1,Benign,Benign,clean,0,1,0,0.021716676618470543,0.5140845485698624,0.051408454856986245,0
-1,Benign,Benign,clean,0,1,0,-0.1422961732106659,0.025340213079272422,0.0025340213079272423,0
-1,Benign,Benign,clean,0,1,0,-0.1352479700794635,0.04634325862936728,0.004634325862936728,0
-1,Benign,Benign,clean,0,1,0,0.02120876753280687,0.5125710227161203,0.05125710227161204,0
-1,Benign,Benign,clean,0,1,0,-0.14219394138822533,0.025644855210524675,0.0025644855210524677,0
-1,Benign,Benign,clean,0,1,0,-0.1356513513692591,0.04514121671231086,0.004514121671231087,0
-1,Benign,Benign,clean,0,1,0,0.005413927466626278,0.46550374341228734,0.04655037434122874,0
-1,Benign,Benign,clean,0,1,0,-0.14223944596810278,0.025509255434792766,0.0025509255434792767,0
-1,Benign,Benign,clean,0,1,0,-0.13546733550049345,0.045689568342035525,0.0045689568342035525,0
-1,Benign,Benign,clean,0,1,0,0.042920323216220635,0.5772696110646042,0.05772696110646042,0
-1,Benign,Benign,clean,0,1,0,-0.1426365672172542,0.024325867906145437,0.002432586790614544,0
-1,Benign,Benign,clean,0,1,0,-0.13640798049894315,0.04288652629271572,0.004288652629271572,0
-1,Benign,Benign,clean,0,1,0,0.03716070209764033,0.5601064302576695,0.05601064302576695,0
-1,Benign,Benign,clean,0,1,0,0.05291461516195739,0.6070517505787139,0.06070517505787139,0
-1,Benign,Benign,clean,0,1,0,-0.1426951014297146,0.024151440934098933,0.0024151440934098937,0
-1,Benign,Benign,clean,0,1,0,-0.13656553760488527,0.04241701952464405,0.004241701952464406,0
-1,Benign,Benign,clean,0,1,0,-0.14648176625786763,0.01286750197999098,0.0012867501979990982,0
-1,Benign,Benign,clean,0,1,0,0.03883419706182811,0.5650933028415608,0.056509330284156084,0
-1,Benign,Benign,clean,0,1,0,-0.14255480739798154,0.024569505210063236,0.002456950521006324,0
-1,Benign,Benign,clean,0,1,0,-0.1250667675257523,0.07668237584971016,0.0076682375849710166,0
-1,Benign,Benign,clean,0,1,0,0.037929741153681196,0.5623981012017606,0.056239810120176065,0
-1,Benign,Benign,clean,0,1,0,-0.14266025146128225,0.024255290874399815,0.0024255290874399815,0
-1,Benign,Benign,clean,0,1,0,-0.12498219975849245,0.07693438059968188,0.007693438059968189,0
-1,Benign,Benign,clean,0,1,0,0.062087368368547335,0.634385774560642,0.06343857745606421,0
-1,Benign,Benign,clean,0,1,0,-0.14128748182357875,0.028346027576188815,0.0028346027576188816,0
-1,Benign,Benign,clean,0,1,0,-0.1260407247445125,0.07378006621863481,0.007378006621863481,0
-1,Benign,Benign,clean,0,1,0,-0.051842279354420595,0.29488511941656476,0.029488511941656477,0
-1,Benign,Benign,clean,0,1,0,-0.032971604043862235,0.351118126004315,0.0351118126004315,0
-1,Benign,Benign,clean,0,1,0,-0.04654505956631072,0.3106703836076601,0.03106703836076601,0
-1,Benign,Benign,clean,0,1,0,0.07007029444469648,0.6581742149445667,0.06581742149445667,0
-1,Benign,Benign,clean,0,1,0,-0.12034122509986156,0.09076409014941667,0.009076409014941667,0
-1,Benign,Benign,clean,0,1,0,-0.12507558491820175,0.07665610077054441,0.007665610077054442,0
-1,Benign,Benign,clean,0,1,0,0.061950452734944705,0.6339777776236147,0.06339777776236148,0
-1,Benign,Benign,clean,0,1,0,-0.11854336214672928,0.09612156875702077,0.009612156875702077,0
-1,Benign,Benign,clean,0,1,0,-0.12485064538017132,0.07732640145219694,0.007732640145219694,0
-1,Benign,Benign,clean,0,1,0,0.08818662182072934,0.7121593288801715,0.07121593288801716,0
-1,Benign,Benign,clean,0,1,0,-0.1208700463154686,0.08918824792800262,0.008918824792800262,0
-1,Benign,Benign,clean,0,1,0,-0.12485064538017132,0.07732640145219694,0.007732640145219694,0
-1,Benign,Benign,clean,0,1,0,0.06596224306131926,0.64593257140492,0.06459325714049201,0
-1,Benign,Benign,clean,0,1,0,-0.1203781711424084,0.09065399408662417,0.009065399408662416,0
-1,Benign,Benign,clean,0,1,0,-0.12485064538017132,0.07732640145219694,0.007732640145219694,0
-1,Benign,Benign,clean,0,1,0,0.08553825119604963,0.704267409787001,0.0704267409787001,0
-1,Benign,Benign,clean,0,1,0,-0.11047069027804068,0.12017744396561608,0.012017744396561609,0
-1,Benign,Benign,clean,0,1,0,-0.12485064538017132,0.07732640145219694,0.007732640145219694,0
-1,Benign,Benign,clean,0,1,0,0.08258849204923469,0.695477378545124,0.0695477378545124,0
-1,Benign,Benign,clean,0,1,0,-0.11503419797417708,0.1065785793719094,0.010657857937190941,0
-1,Benign,Benign,clean,0,1,0,-0.1309834255005436,0.059051238574630904,0.005905123857463091,0
