source_index,Class,original_label,attack_type,poisoned,integrity_match,integrity_risk,anomaly_score,anomaly_norm,risk_score,poisonshield_flag
-1,Benign,Adware,backdoor_injection,1,0,1,-0.17544421064202304,0.07084871165551143,0.9070848711655511,1
-1,Adware,Adware,feature_poisoning,1,0,1,-0.15229445084188586,0.15898996258219023,0.915898996258219,1
-1,Adware,Adware,feature_poisoning,1,0,1,-0.190380128958627,0.013981144323069183,0.9013981144323069,1
-1,Adware,Adware,clean,0,1,0,-0.1913164759356712,0.010416062241414004,0.0010416062241414004,0
-1,Adware,Adware,clean,0,1,0,-0.1909774900926322,0.011706729466899213,0.0011706729466899213,0
-1,Adware,Adware,missing_value_injection,1,0,1,-0.18927660026322374,0.018182760257146935,0.9018182760257147,1
-1,Adware,Adware,gaussian_noise_injection,1,0,1,-0.188669016193739,0.02049609829563448,0.9020496098295635,1
-1,Adware,Adware,clean,0,1,0,-0.18771899987585705,0.02411322553072459,0.0024113225530724594,0
-1,Adware,Adware,missing_value_injection,1,0,1,-0.16882549835777905,0.09604904139083703,0.9096049041390837,1
-1,Benign,Adware,label_flipping,1,0,1,-0.16856871761481668,0.09702671788052786,0.9097026717880528,1
-1,Benign,Adware,backdoor_injection,1,0,1,-0.17114460476658833,0.08721918995093936,0.9087219189950939,1
-1,Adware,Adware,gaussian_noise_injection,1,0,1,-0.17765430432499335,0.06243391929636999,0.906243391929637,1
-1,Adware,Adware,clean,0,1,0,-0.1933762212081081,0.002573711976430859,0.0002573711976430859,0
-1,Benign,Adware,backdoor_injection,1,0,1,-0.1713180081129378,0.0865589676421954,0.9086558967642195,1
-1,Adware,Adware,missing_value_injection,1,0,1,-0.1907449805153611,0.012591995023433666,0.9012591995023433,1
-1,Adware,Adware,clean,0,1,0,-0.1564970473486434,0.14298884134189538,0.01429888413418954,0
-1,Adware,Adware,clean,0,1,0,-0.1703894228283243,0.09009449756926846,0.009009449756926847,0
-1,Adware,Adware,clean,0,1,0,-0.18771899987585705,0.02411322553072459,0.0024113225530724594,0
-1,Adware,Adware,clean,0,1,0,-0.1732906932247522,0.07904809344994013,0.007904809344994013,0
-1,Benign,Adware,label_flipping,1,0,1,-0.16205016542557743,0.12184569436887072,0.9121845694368871,1
-1,Benign,Adware,backdoor_injection,1,0,1,-0.1477107830554329,0.1764419886946984,0.9176441988694699,1
-1,Adware,Adware,clean,0,1,0,-0.1816351564252337,0.04727707590367092,0.004727707590367092,0
-1,Adware,Adware,clean,0,1,0,-0.17065171922859568,0.08909582056211673,0.008909582056211673,0
-1,Adware,Adware,clean,0,1,0,-0.18771899987585705,0.02411322553072459,0.0024113225530724594,0
-1,Benign,Adware,backdoor_injection,1,0,1,-0.1573392450824368,0.13978222656813322,0.9139782226568134,1
-1,Adware,Adware,outlier_injection,1,0,1,-0.15993348397194918,0.12990482555411043,0.912990482555411,1
-1,Adware,Adware,outlier_injection,1,0,1,-0.17727051156991414,0.06389518601452748,0.9063895186014528,1
-1,Adware,Adware,feature_poisoning,1,0,1,-0.15396945220828928,0.15261250048265618,0.9152612500482656,1
-1,Benign,Adware,label_flipping,1,0,1,-0.07860411820565555,0.4395612581738583,0.9439561258173859,1
-1,Adware,Adware,clean,0,1,0,-0.1869978568594604,0.02685893210008017,0.002685893210008017,0
-1,Adware,Adware,clean,0,1,0,-0.1761886507533233,0.06801430286611176,0.0068014302866111764,0
-1,Adware,Adware,missing_value_injection,1,0,1,-0.191544969415197,0.009546087723843688,0.9009546087723844,1
-1,Adware,Adware,clean,0,1,0,-0.0839326458598435,0.41927322507578946,0.04192732250757895,0
-1,Adware,Adware,gaussian_noise_injection,1,0,1,-0.19016219233665788,0.014810924271065784,0.9014810924271066,1
-1,Benign,Adware,backdoor_injection,1,0,1,-0.17241127732559902,0.08239641404183295,0.9082396414041833,1
-1,Adware,Adware,clean,0,1,0,-0.18922210504432496,0.018390247367368828,0.001839024736736883,0
-1,Adware,Adware,gaussian_noise_injection,1,0,1,-0.18690909639905906,0.027196881957018082,0.9027196881957018,1
-1,Adware,Adware,clean,0,1,0,-0.17057890667367576,0.08937304977439431,0.008937304977439432,0
-1,Adware,Adware,clean,0,1,0,-0.19113104200745246,0.011122090232138615,0.0011122090232138615,0
-1,Adware,Adware,clean,0,1,0,-0.1843695560638447,0.03686602167410591,0.0036866021674105912,0
-1,Adware,Adware,clean,0,1,0,-0.1666189727555319,0.10445024850758022,0.010445024850758024,0
-1,Benign,Adware,label_flipping,1,0,1,-0.18310352141961989,0.04168636876288334,0.9041686368762883,1
-1,Adware,Adware,clean,0,1,0,-0.18195736363292597,0.04605029227443336,0.004605029227443336,0
-1,Benign,Adware,backdoor_injection,1,0,1,-0.1765507284390489,0.06663571490545817,0.9066635714905459,1
-1,Adware,Adware,feature_poisoning,1,0,1,-0.17293545643809588,0.08040063511868256,0.9080400635118683,1
-1,Adware,Adware,gaussian_noise_injection,1,0,1,-0.1806497926863992,0.05102878621550522,0.9051028786215506,1
-1,Adware,Adware,clean,0,1,0,-0.16696576229266352,0.10312986920883327,0.010312986920883328,0
-1,Adware,Adware,clean,0,1,0,-0.19113104200745246,0.011122090232138615,0.0011122090232138615,0
-1,Adware,Adware,feature_poisoning,1,0,1,-0.18414611825734878,0.037716747035357656,0.9037716747035358,1
-1,Adware,Adware,clean,0,1,0,-0.18153707350824105,0.047650520426331444,0.004765052042633145,0
-1,Adware,Adware,outlier_injection,1,0,1,-0.17924567037433614,0.05637489339362656,0.9056374893393627,1
-1,Adware,Adware,clean,0,1,0,-0.1424303877470089,0.1965467609208491,0.019654676092084912,0
-1,Adware,Adware,gaussian_noise_injection,1,0,1,-0.1800389098299906,0.05335468417722822,0.9053354684177228,1
-1,Adware,Adware,clean,0,1,0,-0.1787414423282626,0.058294709889216034,0.005829470988921604,0
-1,Adware,Adware,clean,0,1,0,-0.19328244081362578,0.0029307749158925533,0.00029307749158925535,0
-1,Adware,Adware,clean,0,1,0,-0.1515475515870055,0.16183373440573068,0.01618337344057307,0
-1,Benign,Adware,label_flipping,1,0,1,-0.18407116664982942,0.03800212055554786,0.9038002120555548,1
-1,Adware,Adware,feature_poisoning,1,0,1,-0.18234939306594422,0.04455766492431723,0.9044557664924318,1
-1,Adware,Adware,clean,0,1,0,-0.1720569546939461,0.0837454751230341,0.00837454751230341,0
-1,Adware,Adware,clean,0,1,0,-0.1561378616370725,0.14435641829328394,0.014435641829328395,0
-1,Adware,Adware,outlier_injection,1,0,1,-0.11654022289649152,0.2951219313037836,0.9295121931303784,1
-1,Adware,Adware,clean,0,1,0,-0.18719596912529451,0.02610463213821046,0.0026104632138210463,0
-1,Benign,Adware,backdoor_injection,1,0,1,-0.16424887216248207,0.11347425708896675,0.9113474257088967,1
